1		"A1WNG0ZB1DC7R0"_1		s1_p01_v02_s01		43.53@Click the Polygon Lasso tool	57.28@Outline the target with the Polygon Lasso tool
2		"A3PDKI5EE5ZC5B"_2		s1_p01_v02_s01		46.17@Polygonal Lasso Tool	58.24@Highlight the character
44		"A2NT4EUVRPGP6R"_44		s1_p02_v04_s01		5.53@how to take agrapic	35.34@open a new grapic logo in jpeg	55.17@take the layer and double click	45.26@set a lock duble click it
45		"A1Z7UM6OSILE4O"_45		s1_p02_v04_s01		20.66@Move the graph	35.41@Its an Jpn file	50.09@Lock
46		"AKAWSE57ZI6D1"_46		s1_p02_v04_s02		
47		"A2HT3NVWD0Q8IV"_47		s1_p02_v04_s02		49.59@Layer logo selection description
48		"AK8PUIBVBZBFU"_48		s1_p02_v04_s02		
49		"AKAWSE57ZI6D1"_49		s1_p02_v04_s03		
50		"A2HT3NVWD0Q8IV"_50		s1_p02_v04_s03		19@Placing logo on an image
51		"A9UBPUEWAMA06"_51		s1_p02_v04_s03		20.53@use move tool	51.79@background and border
52		"AD5IKFAK8KN4P"_52		s1_p02_v04_s04		15.05@Transform and Scale from the Edit Menu
53		"ATIGCUKIPNWG0"_53		s1_p02_v04_s04		29.91@selecting a logo in a image
54		"A1U95D7R56OJ2E"_54		s1_p02_v04_s04		
55		"A1VAO3ODUZEMTU"_55		s1_p02_v04_s05		9.17@making the logo	22.18@use zoom tool	40.6@add drop shadow	47.52@double click layer
56		"A3RZMD0GPKZBJ5"_56		s1_p02_v04_s05		19.65@Use zoom tool
57		"AKAWSE57ZI6D1"_57		s1_p02_v04_s05		
58		"AI9WYG457WDW2"_58		s1_p02_v04_s06		62.05@Drop Shadow
59		"AD5IKFAK8KN4P"_59		s1_p02_v04_s06		3.02@Drop Shadow in Layer Styles
60		"A3EZTGXMNMFK67"_60		s1_p02_v04_s06		2.53@apply a drop shadow	6.76@slide this over to see the logo	8.84@click on the drop shadow	17.37@hit up the drop shadow button	34.21@change size and spread to 5
61		"A1WNG0ZB1DC7R0"_61		s1_p02_v05_s01		29.34@Open picture	40.51@Press Q to go into Quick Mask mode	43.5@Select Brush tool	56.03@Cover the foreground object in red
62		"A20RSPBA8ENR7C"_62		s1_p02_v05_s01		41.23@select the Brush Tool
63		"AKAWSE57ZI6D1"_63		s1_p02_v05_s01		
64		"ATIGCUKIPNWG0"_64		s1_p02_v05_s02		43.37@selection tool for selecting an image
65		"A20RSPBA8ENR7C"_65		s1_p02_v05_s02		24.68@Double click	43.2@Go to Eraser	49.63@Go to the Magic Eraser
66		"A2HT3NVWD0Q8IV"_66		s1_p02_v05_s02		11.09@Background color settings
67		"A3RZMD0GPKZBJ5"_67		s1_p02_v05_s03		26.64@Use erase tool
68		"AKAWSE57ZI6D1"_68		s1_p02_v05_s03		
69		"AMQU8Q0GUO0AL"_69		s1_p02_v05_s03		41.42@Go to Eraser tool
70		"A3PF50B84VQY2W"_70		s1_p02_v05_s04		
71		"A1C6OI7KRP6FR9"_71		s1_p02_v05_s04		43.28@control +T transformation	25.38@drag in to the other picture	19.32@fit on the screen
72		"A2NT4EUVRPGP6R"_72		s1_p02_v05_s04		18.67@click on the resume to fit on the screen	34.81@click another pic and drag on 	44.6@drag the layer1 pic to 2nd one	48.69@the objet that add can be transformed into small
73		"AB477OXVH0C9B"_73		s1_p03_v05_s01		
74		"ATIGCUKIPNWG0"_74		s1_p03_v05_s01		42.71@selection of the image
75		"A3J83Y9F2PJ3KA"_75		s1_p03_v05_s01		
76		"A20RSPBA8ENR7C"_76		s1_p03_v05_s02		1.63@Go to Layer
77		"A2HT3NVWD0Q8IV"_77		s1_p03_v05_s02		15.12@Adjustments of new layer
78		"AXF5SGR6RH25L"_78		s1_p03_v05_s02		
79		"ATIGCUKIPNWG0"_79		s1_p03_v05_s03		17.14@Adjustments and settinsg of the image
80		"A1WNG0ZB1DC7R0"_80		s1_p03_v05_s03		10.78@Go to Layers then New Adjustment Layer then Curves and confirm	21.73@Adjust the curve to make an ""S"" shape	50.68@Confirm your adjustment	55.4@Create a new layer above the other layers
81		"A2HT3NVWD0Q8IV"_81		s1_p03_v05_s03		13.23@New Layer Adjustments for an image
82		"A111JI6APXR6QV"_82		s1_p03_v05_s04		19.67@And then fill that layer	21.05@fill that layer in black	45.23@Go to Capacity and put it down to around 30-40.
83		"A2NT4EUVRPGP6R"_83		s1_p03_v05_s04		20.98@filluplayer in black	31.84@set hied	43.01@chage the colr %	9.2@right click on paint tool
84		"A1Z7UM6OSILE4O"_84		s1_p03_v05_s04		8.21@Fluential	21.58@Fill with black layer 	54.04@35
85		"AI9WYG457WDW2"_85		s1_p03_v05_s05		0.69@unsharp Mask
86		"AKAWSE57ZI6D1"_86		s1_p03_v05_s05		
87		"A2HT3NVWD0Q8IV"_87		s1_p03_v05_s05		39.63@Image settings of background layer  merge  colors
88		"AI9WYG457WDW2"_88		s1_p03_v05_s06		36.33@RGB color
89		"A3PDKI5EE5ZC5B"_89		s1_p03_v05_s06		5.11@remix	11.44@keep 50%	27.04@Go back to image
90		"A1JQZ746LWLAE0"_90		s1_p03_v05_s06		
91		"A20RSPBA8ENR7C"_91		s1_p03_v05_s07		26.82@camera
92		"AD5IKFAK8KN4P"_92		s1_p03_v05_s07		16.06@Digital Low mode photography
93		"A2HT3NVWD0Q8IV"_93		s1_p03_v05_s07		42.72@BackGround color adjustments of an image
94		"A1WNG0ZB1DC7R0"_94		s1_p03_v05_s08		
95		"A3PDKI5EE5ZC5B"_95		s1_p03_v05_s08		42.76@I will continue with more vidieo
96		"A2HT3NVWD0Q8IV"_96		s1_p03_v05_s08		42.59@Image BackGround Adjustments
97		"A1WNG0ZB1DC7R0"_97		s1_p05_v02_s01		20.93@Open image	31.79@Duplicate background layer	44.77@Use Desaturate on the copied layer	52.91@Use Desaturate on the Background layer
98		"A20RSPBA8ENR7C"_98		s1_p05_v02_s01		18.63@Go to File	36.49@Go to Image
99		"AD5IKFAK8KN4P"_99		s1_p05_v02_s01		18.51@File -> open image	27.32@Layer -> Duplicate Layer 	44.48@Select Image Layer -> Image -> Adjustments -> Desaturate	56.87@Select Image copy Layer -> Image -> Adjustments -> Desaturate
100		"ATIGCUKIPNWG0"_100		s1_p05_v02_s02		28.29@Setting background of the image
101		"A34R8R5T4JNT5L"_101		s1_p05_v02_s02		13.55@use invert
102		"A1JQZ746LWLAE0"_102		s1_p05_v02_s02		
103		"A111JI6APXR6QV"_103		s1_p05_v02_s03		3.86@Paint the hair with black color.
104		"A1WNG0ZB1DC7R0"_104		s1_p05_v02_s03		
105		"A9UBPUEWAMA06"_105		s1_p05_v02_s03		
106		"A2HT3NVWD0Q8IV"_106		s1_p05_v03_s01		30.11@Photo of something in empty paper in photoshop
107		"AKAWSE57ZI6D1"_107		s1_p05_v03_s01		6.67@OPEN THE PHOTO	16.13@JUST GO WITH OUT YOUR MOUSE	20.43@CHOSE ""COLOR DODGE""	24.21@FILTER>BLUR>GAUSSIAN BLUR	29.38@SET IT BETWEEN 100 TO 225 PIXELS	50.53@BURN IT AND MAKES SOME SHADES
108		"A16H1L8IZRCFUZ"_108		s1_p05_v03_s01		
109		"A3U832L07QKS6Q"_109		s1_p05_v03_s02		
110		"AD5IKFAK8KN4P"_110		s1_p05_v03_s02		20.01@Ctrl+V	24.51@Resize it with Ctrl + T	35.05@Select Multiply	47.12@Use Eraser tool to erase borders	9.68@Merge Visible on Layer Right Click Menu	15.94@Copy the entire picture 	18.3@Paste the picture on paper photo
111		"AVJWMUE4Q0FWR"_111		s1_p05_v03_s02		9.97@merge visible right click on the layer	12.92@now select all by pressing ctrl+A the copy it by pressing ctrl+c	17.53@now go on the paper photo	23.7@paste the copied image by pressing ctrl+V 	25.7@re size it by selecting transform tool or by pressing ctrl+T 	37.25@select the ""multiply"" at layer side from ""normal""	44.35@now select erase tool to erase the borders of ""drawing""
112		"A1VAO3ODUZEMTU"_112		s1_p05_v03_s03		20.77@set opacity	24.25@right click on merge layer
113		"A3PDKI5EE5ZC5B"_113		s1_p05_v03_s03		20.97@set the capacity between 60 to 70.	27.38@you could go to image-Adjustment-Photo filter
114		"AD5IKFAK8KN4P"_114		s1_p05_v03_s03		20.35@Set Opacity to 60-75%	26.27@Image -> Adjustments -> Photo filter ->15-25%	39.24@Final Result	48.78@Filter Noise -> Noise -> Reduce Noise
115		"AKAWSE57ZI6D1"_115		s1_p04_v01_s01		
116		"A2HT3NVWD0Q8IV"_116		s1_p04_v01_s01		44.11@Dreamwalkers Trailer Hd Description
117		"A100OV9D1OY7NI"_117		s1_p04_v01_s01		
118		"A3N6C8962TXPVH"_118		s1_p04_v01_s02		
119		"AV5FODYLYXIAC"_119		s1_p04_v01_s02		
120		"A1WNG0ZB1DC7R0"_120		s1_p04_v01_s02		46.82@Open the image
121		"AVHG2CA7ORMX5"_121		s1_p04_v01_s03		33.63@Add three layers: hue/saturation levels and curves.
122		"A3PDKI5EE5ZC5B"_122		s1_p04_v01_s03		13.43@colour grading	50.59@Colour correction	57.99@Colour grade-stylyzing
123		"A2HT3NVWD0Q8IV"_123		s1_p04_v01_s03		30.09@Background color gradient of an image
124		"AD5IKFAK8KN4P"_124		s1_p04_v01_s04		6.11@Stylized look with color grade
125		"A11BMCWJN78D0M"_125		s1_p04_v01_s04		8.61@that
126		"AVRW2T2MJFGQ0"_126		s1_p04_v01_s04		
127		"A2QX30PEG8W87U"_127		s1_p04_v01_s05		10.71@bring this back up	41.27@now gonna get to the colorgrading	51.77@pop down this rgb menu
128		"AK8PUIBVBZBFU"_128		s1_p04_v01_s05		
129		"A2NT4EUVRPGP6R"_129		s1_p04_v01_s05		11.53@change the blered image 	41.43@change the collagle	52.06@drop down the rgb menu for color
130		"ATIGCUKIPNWG0"_130		s1_p04_v01_s06		22.46@highlights of the image
131		"A20RSPBA8ENR7C"_131		s1_p04_v01_s06		5.2@choose subsections	51.57@try the blue
132		"A2HT3NVWD0Q8IV"_132		s1_p04_v01_s06		12.85@Image background color adjustments using curves
133		"AKAWSE57ZI6D1"_133		s1_p04_v01_s07		
134		"A3EZTGXMNMFK67"_134		s1_p04_v01_s07		2.35@pump up the blue in the shadows	4.76@drop the blue in the highlights	7.02@give it a yellow highlight
135		"AE3ML0W24YFNL"_135		s1_p04_v01_s07		1.42@adjust blue channel curves	15.4@adjust green channel curves
136		"A1WNG0ZB1DC7R0"_136		s1_p04_v01_s08		40.88@Crop the image
137		"A2HT3NVWD0Q8IV"_137		s1_p04_v01_s08		22.12@Image background color adjustments
138		"A2QX30PEG8W87U"_138		s1_p04_v01_s08		19.49@make sure your checking youself	57.88@do a wide screen prop
139		"AKAWSE57ZI6D1"_139		s1_p04_v01_s09		
140		"A2QX30PEG8W87U"_140		s1_p04_v01_s09		23.07@drag it to the other screen	3.76@do a white screen prop like this	56.7@go to youtube.com
141		"AXF5SGR6RH25L"_141		s1_p04_v01_s09		
142		"A20RSPBA8ENR7C"_142		s1_p04_v01_s10		3.63@go to youtube.com
143		"A1WNG0ZB1DC7R0"_143		s1_p04_v01_s10		
144		"A2HT3NVWD0Q8IV"_144		s1_p04_v01_s10		34.58@BackGroung Image description  in photoshop 
145		"A1PYMROZ75S4FW"_145		s1_p01_v01_s01		16.78@put photo in description	19.38@make a copy	25.89@filter motion blur	39.42@bring hardness all the way down on bottom slider	43@bring opacity down to 70%	50.04@take off the blur
146		"AS27VDI8LS8WP"_146		s1_p01_v01_s01		20.41@Make a copy	21.05@Go to ""Blur"" then ""Motion Blur""	25.52@Adjust the angle 	36.49@Choose Selection tool	37.26@Bring the Hardness down	40.76@Bring the Opacity to about 70%	47.14@Take off the blur around the edge
147		"A2VM7CXPB0M1JO"_147		s1_p01_v01_s03		
148		"A29Q5WRHORO9L0"_148		s1_p01_v01_s03		0.62@take the blur off
149		"A1PYMROZ75S4FW"_149		s1_p01_v01_s03		13.86@remove some blur to give image more dimension
150		"A5ANILRK62JSH"_150		s1_p01_v02_s01		26.61@making motion effect for an image
151		"A1PYMROZ75S4FW"_151		s1_p01_v02_s02		4.42@outline charecter
152		"A2N9ONI4E555VM"_152		s1_p01_v02_s02		17.71@Use the refine feature	40.81@Highlight the object you want to focus on
153		"A3I3FYYIUG86TG"_153		s1_p01_v02_s03		11.13@Apply feather to the object.	18.41@Right click click on feather.	38.03@Create a new layer via copy.	50.97@Apply motion blur to it.	53.37@Click on the background layer.	58.45@Go to filter blur motion blur.	2.71@Highlight the body.
154		"A5ANILRK62JSH"_154		s1_p01_v02_s04		4.28@he takes the motion blur from blur and teaches about hot give motion effect to the object in an image
155		"A1PYMROZ75S4FW"_155		s1_p01_v03_s01		54@use Elliptical Marquee tool to select wheel
156		"A1RD09XHNEESE2"_156		s1_p01_v03_s01		52.54@take elliptical marque tool for selecting the wheel
157		"A26YUBHJE3O5GZ"_157		s1_p01_v03_s01		53.32@Use Elliptical Marquee Tool
158		"A27ZZCI4LRCBU7"_158		s1_p01_v03_s02		0.64@Car Wheel Edit
159		"A1PYMROZ75S4FW"_159		s1_p01_v03_s03		12.5@click Edit / Paste	15.75@paste into new layer	46.47@click Edit / Free Transform	38.68@hold Cmd or Ctrl key and press layer	52.4@try to render it as a circle
160		"A26YUBHJE3O5GZ"_160		s1_p01_v03_s03		0.27@Use Copy Merged tool	11.42@Use Paste tool	45.39@Use Edit menu Free Transform tool
161		"A1QVWTILWK2ZQ9"_161		s1_p01_v03_s03		5.1@work on pixel	12.97@go to edit menu and choose paste and the image get pasted	20.53@going to play the radio blur filter system	37.97@hold the command key on the pixel	45.87@choose edit menu and select free transforms
162		"A1PYMROZ75S4FW"_162		s1_p01_v03_s04		14.28@create a square from the pixels	22.11@commit to transformation	32.36@click Filter / Blur / Radial Blur	42.87@nd guess blur and click spin then OK
163		"A1740WSIOU1AIN"_163		s1_p01_v03_s05		29.69@Create Spinning Wheel Effect
164		"A1PYMROZ75S4FW"_164		s1_p01_v03_s06		0.35@select
165		"A152JSLCLZ4A0R"_165		s1_p01_v03_s06		32.87@LAYER STYLES
166		"A1PYMROZ75S4FW"_166		s1_p01_v04_s01		10.96@open Adobe Photoshop	27.82@Click image that you want	26.89@click File / Open	39.81@click Filter / Blur / Motion Blur	54.8@click on distance pixel that you want
167		"A3542CEOKQ3VDI"_167		s1_p01_v04_s01		9.28@How to use the motion blur	14.96@Open up adobe photoshop	31.25@click on the image	45.12@go to filter blur motion & blur	58.38@click on the how many pixels and distance
168		"A1PYMROZ75S4FW"_168		s1_p01_v04_s02		0.46@click on distance of pixels you want	19.89@create new layer	25.86@click on History Brush Tool
169		"A1PYMROZ75S4FW"_169		s1_p01_v04_s03		38.39@choose your font	57.9@click Drop Shadow	7.25@adjust your Opacity	26.82@Insert text
170		"A1PYMROZ75S4FW"_170		s1_p01_v05_s01		8.13@Go to File / New	25.32@click OK	30.24@Select text tool	33.39@click anywhere on left of the canvas	39.98@Type a phrase	50.02@click Select All	52.89@Along top click Align Vertical Canters
171		"A29Q5WRHORO9L0"_171		s1_p01_v05_s02		16.8@copy layer	40.64@motion blur tool
172		"A1PYMROZ75S4FW"_172		s1_p01_v05_s02		12.05@click Select / Deselect	24.3@copy the motion blur layer by dragging it down to the icon over the trash	31.92@drag the motion blur copy below the motion blur text layer	41.59@click Filter / Blur / Motion Blur	54.1@click OK	1.32@click Align Vertically  Centers then Align Horizontally Centers
173		"A1PYMROZ75S4FW"_173		s1_p01_v05_s03		3.13@click ok	21.44@click on the circular icon to change the angle	27.96@use distance to control the amount of blur	40.18@click OK
174		"A2Z5WU5Z2HMABQ"_174		s1_p02_v01_s01		23.53@to repair the damaged paper	37.39@polygonal lasso tool	42.87@magic wand	44.47@clone stamp	46.08@eraser tool
175		"A1PYMROZ75S4FW"_175		s1_p02_v01_s02		13.36@trace around	30.98@click on bucket on left hand side	33.93@click OK	5.56@Filter / Extract	53.31@click on Paint History Brush tool
176		"A2IICB0FDT3QE2"_176		s1_p02_v01_s03		23.53@erasor
177		"A29Q5WRHORO9L0"_177		s1_p02_v01_s05		46.7@drag picture into desire background
178		"A1PYMROZ75S4FW"_178		s1_p02_v01_s05		53.1@drag him into background	28.01@bring up your background	57.46@press Shift key
179		"A1PYMROZ75S4FW"_179		s1_p02_v01_s06		0.63@press Shift key and drag image down to right size	12.96@keep doing it till you can get the image to fit in the background	21.53@click on the tick at the top	28.51@crop if needed
180		"A1PYMROZ75S4FW"_180		s1_p02_v02_s01		34.11@click Filter / Extract	49.01@click Mark the edge
181		"A1LJMPKDPZDW15"_181		s1_p02_v02_s01		32.51@Color Extraction	53.77@Mark the Edge use highlighter
182		"A1PYMROZ75S4FW"_182		s1_p02_v02_s02		9.63@adjust your circle size by using left or right bracket	26.28@straddle the edge of an object and highlight the outline 
183		"A39R3C0B0YJN06"_183		s1_p02_v02_s03		17.09@Gaussian Blur tool	41.67@Fill tool
184		"A29Q5WRHORO9L0"_184		s1_p02_v03_s01		27.77@Use channels	41.41@turn photo transparent 
185		"A26YUBHJE3O5GZ"_185		s1_p02_v03_s01		43.04@Double Click the Background
186		"A3542CEOKQ3VDI"_186		s1_p02_v03_s02		9.65@add layer mask is enabled	12.69@click the layer image	22.75@make channel visible in window
187		"A2IICB0FDT3QE2"_187		s1_p02_v03_s02		7.95@Add layer mask	20.65@click on channels
188		"A1PYMROZ75S4FW"_188		s1_p02_v03_s05		0.26@hit OK	25.44@select your layer and then click Add Layer Mask	38.72@put solid color behind it
189		"A1PYMROZ75S4FW"_189		s1_p02_v03_s06		27.53@make sure your Mask is selected	44.29@click Image / Adjustments / Levels	51.82@pull slider to the left
190		"A5ANILRK62JSH"_190		s1_p02_v03_s06		42.11@teach  to set the color level of image
191		"A1PYMROZ75S4FW"_191		s1_p02_v03_s07		17.23@adjust your slider in Levels	64.93@click OK
192		"A26YUBHJE3O5GZ"_192		s1_p02_v04_s01		
193		"A1TAZHZ4APH8PY"_193		s1_p02_v04_s01		
194		"A1QVWTILWK2ZQ9"_194		s1_p02_v04_s01		8.21@how to take agraphic	18.64@get rid of the white background	22.42@move it over to the other graphic	34.55@open up a graphic it is a jpeg file	41.64@the layer has a little lock on it
195		"A1LJMPKDPZDW15"_195		s1_p02_v04_s02		11.84@Select border	27.07@Click wand tool in outside area	47.72@Hit delete to remove border
196		"A3542CEOKQ3VDI"_196		s1_p02_v04_s03		20.32@Select regular move tool	24.03@Grab the logo
197		"A29Q5WRHORO9L0"_197		s1_p02_v04_s04		6.49@scale picture	50.74@hold ""shift"" key to fix picture
198		"A1PYMROZ75S4FW"_198		s1_p02_v04_s04		4.24@Maker sure you are on Layer 1	10.78@Click Edit / Transform / Scale	46@Hold shift key down to adjust logo with correct proportion 
199		"A1PYMROZ75S4FW"_199		s1_p02_v04_s06		9.27@click on Drop Shadow	36.18@hit OK	52.08@save graphic	32.02@use Drop Shadow controls to set your shadow
200		"A1740WSIOU1AIN"_200		s1_p02_v04_s06		17.23@Use Drop Shadow tool for placing logos
201		"A1PYMROZ75S4FW"_201		s1_p02_v05_s02		15.49@Press Q	28.28@double click Layer to unlock  press Ctrl +D	43.04@click Eraser / Magic Eraser	55.41@delete everything that is white and stupid
202		"A1PYMROZ75S4FW"_202		s1_p02_v05_s03		22.45@make sure to remove all the white off	39.54@you can use the regular Eraser toll to remove shadows
203		"A1740WSIOU1AIN"_203		s1_p02_v05_s03		29.32@Using Magic Eraser tool in photoshop
204		"A26YUBHJE3O5GZ"_204		s1_p02_v05_s04		44.96@Use Control + C shortcut key
205		"A30HV3ZQSGDVTS"_205		s1_p03_v01_s01		26.66@adding various colors of layers	47.9@click on exposure
206		"A1PYMROZ75S4FW"_206		s1_p03_v01_s02		9.53@set your Offset down a little bit	20.53@add  curves	24.4@bring bottom curve down	27.85@bring top pof the curve up creating a slight S shape	38.64@select red and create the same slight S shape curve	44.77@go into greens and create the same slight S curve	57.45@go to blue and bring it all the way down
207		"A2N9ONI4E555VM"_207		s1_p03_v01_s02		2.99@Set it up higher	14.3@Set down lower so you can see shadow better	21.76@Add a curve 	37.57@Select curve red	49@Go into your greens and do the same thing and push it up	56.76@Bring into blue and bring it all the way down
208		"A1PYMROZ75S4FW"_208		s1_p03_v01_s04		5.17@do the same for the corners so they can be rounded	33.2@add a new layer get Paint Bucket tool  make everything black	42.66@go into the rectangular Marquee tool 	47.05@select a square	51.78@click delete then Cmd D to deselect
209		"A2R79G91Z6563R"_209		s1_p03_v01_s04		3.44@Do the same for the corners so they can be rounded.	34.2@Add a new layer.	37.75@Get ""Paint Bucket"" tool.	39.19@Paint everything black.	42.6@Go into rectangular marquee tool.	47.27@Select a square.	48.88@Click delete	52.49@CMD D to deselect
210		"A1PYMROZ75S4FW"_210		s1_p03_v02_s01		53.63@Intro. no instruction in this part of the vid
211		"A3I3FYYIUG86TG"_211		s1_p03_v02_s01		
212		"A1PYMROZ75S4FW"_212		s1_p03_v02_s02		26.27@click Image / Adjustments / Curves	34.29@add slight S curve	39.69@choose green channel	43.25@create same S curve	51.96@go to blue channel and create opposite S curve
213		"A5ANILRK62JSH"_213		s1_p03_v02_s02		44.91@teaches how to curve and green chanel	52.26@how to set blue chanel
214		"A1740WSIOU1AIN"_214		s1_p03_v02_s02		26.3@creating colors with S curves in photoshop
215		"A1PYMROZ75S4FW"_215		s1_p03_v02_s03		18.3@click layer / New Adjustment Layer / Gradient Map	4.14@click OK	20.02@click OK	29.61@collapse Adjustment panel open up Layers panel	36.47@setLayer to Overlay and adjust Opacity to about 50%	55.59@click F12
216		"A1PYMROZ75S4FW"_216		s1_p03_v02_s04		1.01@Hit F12	13.99@click Window / Actions	17.64@click New Action button	27.15@hit Enter to start recording	36.99@click Layer / New Adjustment Layer / Curves	39.89@click OK	45.55@create simple S curve in the RGB channel	48.26@choose green channel create same S curve	52.59@under blue channel create opposite S curve
217		"A26YUBHJE3O5GZ"_217		s1_p03_v02_s04		8.51@Use Revert tool	13.6@Use Window Actions tool	37.46@Use Layer New Adjustment Layer and Curves tool
218		"A1PYMROZ75S4FW"_218		s1_p03_v02_s05		5.56@click Layer / New Adjustment Layer / Gradient Map	7.35@click OK	10.53@Go into the Layers Panel	32.12@highlight Opacity and type in 50	36.09@set the Layer to Overlay	41.47@open Actions panel and hit Stop	44.16@test out Lomo Effect	53.89@open up action select Lomo Effect click Play
219		"A27ZZCI4LRCBU7"_219		s1_p03_v02_s06		
220		"A1PYMROZ75S4FW"_220		s1_p03_v02_s06		0.24@Lomo effect  click Play
221		"A1PYMROZ75S4FW"_221		s1_p03_v03_s01		30.17@Click Layer / New Adjustment Layer / Curves	33.11@Click OK	54.18@switch to green channel and make the same S	46.29@In RGB Channel make a S
222		"A29SWPKTGTWAT4"_222		s1_p03_v03_s01		25.79@Create curves adjustment layer	43.75@create ""s"" shape in RGB channel	51.29@Switch to ""green"" channel and repeat
223		"A1RD09XHNEESE2"_223		s1_p03_v03_s01		31.9@use curve adjustment layer	49.2@do adjustment on curve	57.08@take the green channel and do adjustment
224		"A1PYMROZ75S4FW"_224		s1_p03_v03_s02		1.04@Make a slight S in RGB	5.74@switch it to blue and do the opposite	26.28@click Layer / New Adjustment Layer / Gradient Map	40.41@change blending mode to Overlay	45.79@set Opacity to around 30%
225		"A27ZZCI4LRCBU7"_225		s1_p03_v04_s01		
226		"A29Q5WRHORO9L0"_226		s1_p03_v04_s01		19.2@show how to use the low-mo effect
227		"A1PYMROZ75S4FW"_227		s1_p03_v04_s01		55.62@Intro. no instruction in this part of the vid
228		"A1PYMROZ75S4FW"_228		s1_p03_v04_s02		33.66@delete additional layer	42.07@double click the lock and click OK	56.02@open Lasso tool
229		"A26YUBHJE3O5GZ"_229		s1_p03_v04_s02		54.87@Use Lasso tool
